"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"20:07:00,0258342","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.310.720, Length: 16.384, Priority: Normal"
"20:07:00,1609862","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.327.104, Length: 16.384, Priority: Normal"
"20:07:00,2971254","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.343.488, Length: 16.384, Priority: Normal"
"20:07:00,4404962","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.359.872, Length: 16.384, Priority: Normal"
"20:07:00,5742876","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.376.256, Length: 16.384, Priority: Normal"
"20:07:00,7129572","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.392.640, Length: 16.384, Priority: Normal"
"20:07:00,8507185","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.409.024, Length: 16.384, Priority: Normal"
"20:07:00,9880759","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.425.408, Length: 16.384, Priority: Normal"
"20:07:01,1254212","kflog.exe","3636","QueryInformationVolume","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","VolumeCreationTime: 02.03.2013 11:03:36, VolumeSerialNumber: 34D3-644D, SupportsObjects: True, VolumeLabel: "
"20:07:01,1254834","kflog.exe","3636","QueryAllInformationFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","BUFFER OVERFLOW","CreationTime: 04.09.2014 18:56:55, LastAccessTime: 04.09.2014 20:02:42, LastWriteTime: 01.06.2014 00:00:00, ChangeTime: 04.09.2014 20:03:46, FileAttributes: A, AllocationSize: 3.727.360, EndOfFile: 3.724.326, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x1100000000b286, EaSize: 0, Access: Generic Read, Position: 1.441.792, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Word"
"20:07:01,1256845","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.441.792, Length: 16.384, Priority: Normal"
"20:07:01,2677626","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.458.176, Length: 16.384, Priority: Normal"
"20:07:01,4024687","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.474.560, Length: 16.384, Priority: Normal"
"20:07:01,5448185","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.490.944, Length: 16.384, Priority: Normal"
"20:07:01,6821740","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.507.328, Length: 16.384, Priority: Normal"
"20:07:01,8201208","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.523.712, Length: 16.384, Priority: Normal"
"20:07:01,9557394","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.540.096, Length: 16.384, Priority: Normal"
"20:07:02,0904017","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.556.480, Length: 16.384, Priority: Normal"
"20:07:02,2281592","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.572.864, Length: 16.384, Priority: Normal"
"20:07:02,3731206","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.589.248, Length: 16.384, Priority: Normal"
"20:07:02,5163615","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.605.632, Length: 16.384, Priority: Normal"
"20:07:02,6649373","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.622.016, Length: 16.384, Priority: Normal"
"20:07:02,7982440","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.638.400, Length: 16.384, Priority: Normal"
"20:07:02,9339404","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.654.784, Length: 16.384, Priority: Normal"
"20:07:03,1019567","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.671.168, Length: 16.384, Priority: Normal"
"20:07:03,2447440","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.687.552, Length: 16.384, Priority: Normal"
"20:07:03,3883888","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.703.936, Length: 16.384, Priority: Normal"
"20:07:03,5444466","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.720.320, Length: 16.384, Priority: Normal"
"20:07:03,6837086","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.736.704, Length: 16.384, Priority: Normal"
"20:07:03,8196828","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.753.088, Length: 16.384, Priority: Normal"
"20:07:03,9548756","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.769.472, Length: 16.384, Priority: Normal"
"20:07:04,1984734","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.785.856, Length: 16.384, Priority: Normal"
"20:07:04,7547240","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.802.240, Length: 16.384, Priority: Normal"
"20:07:05,1350961","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.818.624, Length: 16.384, Priority: Normal"
"20:07:05,3799591","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.835.008, Length: 16.384, Priority: Normal"
"20:07:05,9604006","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.851.392, Length: 16.384, Priority: Normal"
"20:07:06,1419466","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.867.776, Length: 16.384, Priority: Normal"
"20:07:06,3259472","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.884.160, Length: 16.384, Priority: Normal"
"20:07:06,5585332","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.900.544, Length: 16.384, Priority: Normal"
"20:07:06,7121188","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.916.928, Length: 16.384, Priority: Normal"
"20:07:06,8587163","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.933.312, Length: 16.384, Priority: Normal"
"20:07:07,0047967","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.949.696, Length: 16.384, Priority: Normal"
"20:07:07,1383306","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.966.080, Length: 16.384, Priority: Normal"
"20:07:07,2786949","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.982.464, Length: 16.384, Priority: Normal"
"20:07:07,4243732","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.998.848, Length: 16.384, Priority: Normal"
"20:07:07,5672036","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.015.232, Length: 16.384, Priority: Normal"
"20:07:07,7041126","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.031.616, Length: 16.384, Priority: Normal"
"20:07:07,9268512","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.048.000, Length: 16.384, Priority: Normal"
"20:07:08,1207353","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.064.384, Length: 16.384, Priority: Normal"
"20:07:08,2774327","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.080.768, Length: 16.384, Priority: Normal"
"20:07:08,4293046","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.097.152, Length: 16.384, Priority: Normal"
"20:07:08,5763129","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.113.536, Length: 16.384, Priority: Normal"
"20:07:08,7124700","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.129.920, Length: 16.384, Priority: Normal"
"20:07:08,8530989","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.146.304, Length: 16.384, Priority: Normal"
"20:07:08,9969197","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.162.688, Length: 16.384, Priority: Normal"
"20:07:09,1384789","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.179.072, Length: 16.384, Priority: Normal"
"20:07:09,2786853","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.195.456, Length: 16.384, Priority: Normal"
"20:07:09,4197332","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.211.840, Length: 16.384, Priority: Normal"
"20:07:09,5599792","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.228.224, Length: 16.384, Priority: Normal"
"20:07:09,7034352","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.244.608, Length: 16.384, Priority: Normal"
"20:07:09,8577610","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.260.992, Length: 16.384, Priority: Normal"
"20:07:10,0243093","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.277.376, Length: 16.384, Priority: Normal"
"20:07:10,1679110","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.293.760, Length: 16.384, Priority: Normal"
"20:07:10,3080177","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.310.144, Length: 16.384, Priority: Normal"
"20:07:10,4511246","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.326.528, Length: 16.384, Priority: Normal"
"20:07:10,5965403","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.342.912, Length: 16.384, Priority: Normal"
"20:07:10,7464940","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.359.296, Length: 16.384, Priority: Normal"
"20:07:10,8850849","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.375.680, Length: 16.384, Priority: Normal"
"20:07:11,0205150","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.392.064, Length: 16.384, Priority: Normal"
"20:07:11,1572135","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.408.448, Length: 16.384, Priority: Normal"
"20:07:11,2921354","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.424.832, Length: 16.384, Priority: Normal"
"20:07:11,4377117","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.441.216, Length: 16.384, Priority: Normal"
"20:07:11,5728824","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.457.600, Length: 16.384, Priority: Normal"
"20:07:11,7376705","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.473.984, Length: 16.384, Priority: Normal"
"20:07:11,8710660","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.490.368, Length: 16.384, Priority: Normal"
"20:07:12,0198810","kflog.exe","3636","QueryInformationVolume","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","VolumeCreationTime: 02.03.2013 11:03:36, VolumeSerialNumber: 34D3-644D, SupportsObjects: True, VolumeLabel: "
"20:07:12,0199315","kflog.exe","3636","QueryAllInformationFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","BUFFER OVERFLOW","CreationTime: 04.09.2014 18:56:55, LastAccessTime: 04.09.2014 20:02:42, LastWriteTime: 01.06.2014 00:00:00, ChangeTime: 04.09.2014 20:03:46, FileAttributes: A, AllocationSize: 3.727.360, EndOfFile: 3.724.326, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x1100000000b286, EaSize: 0, Access: Generic Read, Position: 2.506.752, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Word"
"20:07:12,0200198","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.506.752, Length: 16.384, Priority: Normal"
"20:07:12,1540992","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.523.136, Length: 16.384, Priority: Normal"
"20:07:12,2923515","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.539.520, Length: 16.384, Priority: Normal"
"20:07:12,4318289","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.555.904, Length: 16.384, Priority: Normal"
"20:07:12,5689814","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.572.288, Length: 16.384, Priority: Normal"
"20:07:12,7123734","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.588.672, Length: 16.384, Priority: Normal"
"20:07:12,8477262","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.605.056, Length: 16.384, Priority: Normal"
"20:07:12,9735270","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.621.440, Length: 16.384, Priority: Normal"
"20:07:13,1003629","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.637.824, Length: 16.384, Priority: Normal"
"20:07:13,2290924","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.654.208, Length: 16.384, Priority: Normal"
"20:07:13,3534154","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.670.592, Length: 16.384, Priority: Normal"
"20:07:13,4861724","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.686.976, Length: 16.384, Priority: Normal"
"20:07:13,6118597","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.703.360, Length: 16.384, Priority: Normal"
"20:07:13,7412904","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.719.744, Length: 16.384, Priority: Normal"
"20:07:13,8704336","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.736.128, Length: 16.384, Priority: Normal"
"20:07:13,9983004","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.752.512, Length: 16.384, Priority: Normal"
"20:07:14,1242776","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.768.896, Length: 16.384, Priority: Normal"
"20:07:14,2551517","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.785.280, Length: 16.384, Priority: Normal"
"20:07:14,3809766","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.801.664, Length: 16.384, Priority: Normal"
"20:07:14,5147202","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.818.048, Length: 16.384, Priority: Normal"
"20:07:14,6507895","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.834.432, Length: 16.384, Priority: Normal"
"20:07:14,7907060","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.850.816, Length: 16.384, Priority: Normal"
"20:07:14,9299146","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.867.200, Length: 16.384, Priority: Normal"
"20:07:15,0635383","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.883.584, Length: 16.384, Priority: Normal"
"20:07:15,1979718","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.899.968, Length: 16.384, Priority: Normal"
"20:07:15,3344024","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.916.352, Length: 16.384, Priority: Normal"
"20:07:15,4732978","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.932.736, Length: 16.384, Priority: Normal"
"20:07:15,6100054","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.949.120, Length: 16.384, Priority: Normal"
"20:07:15,7442376","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.965.504, Length: 16.384, Priority: Normal"
"20:07:15,8850547","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.981.888, Length: 16.384, Priority: Normal"
"20:07:16,0210518","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 2.998.272, Length: 16.384, Priority: Normal"
"20:07:16,1588495","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.014.656, Length: 16.384, Priority: Normal"
"20:07:16,2992526","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.031.040, Length: 16.384, Priority: Normal"
"20:07:16,4342340","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.047.424, Length: 16.384, Priority: Normal"
"20:07:16,5671179","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.063.808, Length: 16.384, Priority: Normal"
"20:07:16,7030996","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.080.192, Length: 16.384, Priority: Normal"
"20:07:16,8418324","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.096.576, Length: 16.384, Priority: Normal"
"20:07:16,9803082","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.112.960, Length: 16.384, Priority: Normal"
"20:07:17,1186811","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.129.344, Length: 16.384, Priority: Normal"
"20:07:17,2569139","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.145.728, Length: 16.384, Priority: Normal"
"20:07:17,3944057","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.162.112, Length: 16.384, Priority: Normal"
"20:07:17,5322870","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.178.496, Length: 16.384, Priority: Normal"
"20:07:17,6667249","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.194.880, Length: 16.384, Priority: Normal"
"20:07:17,7973722","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.211.264, Length: 16.384, Priority: Normal"
"20:07:17,9463741","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.227.648, Length: 16.384, Priority: Normal"
"20:07:18,0829451","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.244.032, Length: 16.384, Priority: Normal"
"20:07:18,2162700","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.260.416, Length: 16.384, Priority: Normal"
"20:07:18,3508087","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.276.800, Length: 16.384, Priority: Normal"
"20:07:18,4919678","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.293.184, Length: 16.384, Priority: Normal"
"20:07:18,6263316","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.309.568, Length: 16.384, Priority: Normal"
"20:07:18,7620898","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.325.952, Length: 16.384, Priority: Normal"
"20:07:18,8977710","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.342.336, Length: 16.384, Priority: Normal"
"20:07:19,0374165","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.358.720, Length: 16.384, Priority: Normal"
"20:07:19,1711900","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.375.104, Length: 16.384, Priority: Normal"
"20:07:19,3078223","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.391.488, Length: 16.384, Priority: Normal"
"20:07:19,4431414","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.407.872, Length: 16.384, Priority: Normal"
"20:07:19,5773762","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.424.256, Length: 16.384, Priority: Normal"
"20:07:19,7133077","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.440.640, Length: 16.384, Priority: Normal"
"20:07:19,8480710","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.457.024, Length: 16.384, Priority: Normal"
"20:07:19,9892249","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 3.473.408, Length: 16.384, Priority: Normal"
"20:07:20,1273908","kflog.exe","3636","QueryInformationVolume","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","VolumeCreationTime: 02.03.2013 11:03:36, VolumeSerialNumber: 34D3-644D, SupportsObjects: True, VolumeLabel: "
"20:07:20,1274535","kflog.exe","3636","QueryAllInformationFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","BUFFER OVERFLOW","CreationTime: 04.09.2014 18:56:55, LastAccessTime: 04.09.2014 20:02:42, LastWriteTime: 01.06.2014 00:00:00, ChangeTime: 04.09.2014 20:03:46, FileAttributes: A, AllocationSize: 3.727.360, EndOfFile: 3.724.326, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x1100000000b286, EaSize: 0, Access: Generic Read, Position: 3.489.792, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Word"
