"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"20:05:58,7200340","qtcreator.exe","344","CloseFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS",""
"20:06:00,5312390","qtcreator.exe","344","CreateFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:06:00,5313020","qtcreator.exe","344","QueryNetworkOpenInformationFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","CreationTime: 25.08.2014 17:25:11, LastAccessTime: 04.09.2014 18:48:00, LastWriteTime: 04.09.2014 18:48:00, ChangeTime: 04.09.2014 18:48:00, AllocationSize: 01.01.1601 02:00:00, EndOfFile: 01.01.1601 02:00:00, FileAttributes: A"
"20:06:00,5313299","qtcreator.exe","344","CloseFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS",""
"20:06:15,3413212","qtcreator.exe","344","CreateFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:06:15,3413887","qtcreator.exe","344","QueryNetworkOpenInformationFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","CreationTime: 25.08.2014 17:25:11, LastAccessTime: 04.09.2014 18:48:00, LastWriteTime: 04.09.2014 18:48:00, ChangeTime: 04.09.2014 18:48:00, AllocationSize: 01.01.1601 02:00:00, EndOfFile: 01.01.1601 02:00:00, FileAttributes: A"
"20:06:15,3414250","qtcreator.exe","344","CloseFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS",""
"20:06:16,0206889","qtcreator.exe","344","CreateFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:06:16,0208588","qtcreator.exe","344","QueryNetworkOpenInformationFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","CreationTime: 25.08.2014 17:25:11, LastAccessTime: 04.09.2014 18:48:00, LastWriteTime: 04.09.2014 18:48:00, ChangeTime: 04.09.2014 18:48:00, AllocationSize: 01.01.1601 02:00:00, EndOfFile: 01.01.1601 02:00:00, FileAttributes: A"
"20:06:16,0209008","qtcreator.exe","344","CloseFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS",""
"20:06:16,1220605","qtcreator.exe","344","CreateFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:06:16,1221279","qtcreator.exe","344","QueryNetworkOpenInformationFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","CreationTime: 25.08.2014 17:25:11, LastAccessTime: 04.09.2014 18:48:00, LastWriteTime: 04.09.2014 18:48:00, ChangeTime: 04.09.2014 18:48:00, AllocationSize: 01.01.1601 02:00:00, EndOfFile: 01.01.1601 02:00:00, FileAttributes: A"
"20:06:16,1221627","qtcreator.exe","344","CloseFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS",""
"20:06:16,7490628","qtcreator.exe","344","CreateFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:06:16,7491294","qtcreator.exe","344","QueryNetworkOpenInformationFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","CreationTime: 25.08.2014 17:25:11, LastAccessTime: 04.09.2014 18:48:00, LastWriteTime: 04.09.2014 18:48:00, ChangeTime: 04.09.2014 18:48:00, AllocationSize: 01.01.1601 02:00:00, EndOfFile: 01.01.1601 02:00:00, FileAttributes: A"
"20:06:16,7491650","qtcreator.exe","344","CloseFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS",""
"20:06:17,1424371","qtcreator.exe","344","CreateFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:06:17,1425045","qtcreator.exe","344","QueryNetworkOpenInformationFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","CreationTime: 25.08.2014 17:25:11, LastAccessTime: 04.09.2014 18:48:00, LastWriteTime: 04.09.2014 18:48:00, ChangeTime: 04.09.2014 18:48:00, AllocationSize: 01.01.1601 02:00:00, EndOfFile: 01.01.1601 02:00:00, FileAttributes: A"
"20:06:17,1425406","qtcreator.exe","344","CloseFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS",""
"20:06:22,2089270","mingw32-make.exe","1292","QueryDirectory","C:\Users\peter\dev\KFLog\kflog\welt2000.h","SUCCESS","Filter: welt2000.h, 1: welt2000.h"
"20:06:22,2723683","mingw32-make.exe","1292","QueryDirectory","C:\Users\peter\dev\build-kflog-Desktop-Debug\kflog\.obj\welt2000.o","SUCCESS","Filter: welt2000.o, 1: welt2000.o"
"20:06:22,2730263","mingw32-make.exe","1292","QueryDirectory","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","Filter: welt2000.cpp, 1: welt2000.cpp"
"20:06:30,3498931","qtcreator.exe","344","CreateFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:06:30,3499513","qtcreator.exe","344","QueryNetworkOpenInformationFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","CreationTime: 25.08.2014 17:25:11, LastAccessTime: 04.09.2014 18:48:00, LastWriteTime: 04.09.2014 18:48:00, ChangeTime: 04.09.2014 18:48:00, AllocationSize: 01.01.1601 02:00:00, EndOfFile: 01.01.1601 02:00:00, FileAttributes: A"
"20:06:30,3499782","qtcreator.exe","344","CloseFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS",""
"20:06:31,1351881","qtcreator.exe","344","CreateFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:06:31,1353630","qtcreator.exe","344","QueryNetworkOpenInformationFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","CreationTime: 25.08.2014 17:25:11, LastAccessTime: 04.09.2014 18:48:00, LastWriteTime: 04.09.2014 18:48:00, ChangeTime: 04.09.2014 18:48:00, AllocationSize: 01.01.1601 02:00:00, EndOfFile: 01.01.1601 02:00:00, FileAttributes: A"
"20:06:31,1354173","qtcreator.exe","344","CloseFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS",""
"20:06:44,4969990","qtcreator.exe","344","CreateFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:06:44,4971248","qtcreator.exe","344","QueryNetworkOpenInformationFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","CreationTime: 25.08.2014 17:25:11, LastAccessTime: 04.09.2014 18:48:00, LastWriteTime: 04.09.2014 18:48:00, ChangeTime: 04.09.2014 18:48:00, AllocationSize: 01.01.1601 02:00:00, EndOfFile: 01.01.1601 02:00:00, FileAttributes: A"
"20:06:44,4972614","qtcreator.exe","344","CloseFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS",""
"20:06:48,5023627","qtcreator.exe","344","CreateFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:06:48,5024206","qtcreator.exe","344","QueryNetworkOpenInformationFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS","CreationTime: 25.08.2014 17:25:11, LastAccessTime: 04.09.2014 18:48:00, LastWriteTime: 04.09.2014 18:48:00, ChangeTime: 04.09.2014 18:48:00, AllocationSize: 01.01.1601 02:00:00, EndOfFile: 01.01.1601 02:00:00, FileAttributes: A"
"20:06:48,5024478","qtcreator.exe","344","CloseFile","C:\Users\peter\dev\KFLog\kflog\welt2000.cpp","SUCCESS",""
"20:06:50,0349242","kflog.exe","3636","CreateFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"20:06:50,0350182","kflog.exe","3636","QueryNetworkOpenInformationFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","CreationTime: 04.09.2014 18:56:55, LastAccessTime: 04.09.2014 20:02:42, LastWriteTime: 01.06.2014 00:00:00, ChangeTime: 04.09.2014 20:03:46, AllocationSize: 01.01.1601 02:00:00, EndOfFile: 01.01.1601 02:00:00, FileAttributes: A"
"20:06:50,0350758","kflog.exe","3636","CloseFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS",""
"20:06:50,0358298","kflog.exe","3636","CreateFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"20:06:50,0391851","kflog.exe","3636","QueryInformationVolume","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","VolumeCreationTime: 02.03.2013 11:03:36, VolumeSerialNumber: 34D3-644D, SupportsObjects: True, VolumeLabel: "
"20:06:50,0392366","kflog.exe","3636","QueryAllInformationFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","BUFFER OVERFLOW","CreationTime: 04.09.2014 18:56:55, LastAccessTime: 04.09.2014 20:02:42, LastWriteTime: 01.06.2014 00:00:00, ChangeTime: 04.09.2014 20:03:46, FileAttributes: A, AllocationSize: 3.727.360, EndOfFile: 3.724.326, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x1100000000b286, EaSize: 0, Access: Generic Read, Position: 0, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Word"
"20:06:50,0392973","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 0, Length: 16.384, Priority: Normal"
"20:06:50,0500030","kflog.exe","3636","QueryInformationVolume","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","VolumeCreationTime: 02.03.2013 11:03:36, VolumeSerialNumber: 34D3-644D, SupportsObjects: True, VolumeLabel: "
"20:06:50,0500560","kflog.exe","3636","QueryAllInformationFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","BUFFER OVERFLOW","CreationTime: 04.09.2014 18:56:55, LastAccessTime: 04.09.2014 20:02:42, LastWriteTime: 01.06.2014 00:00:00, ChangeTime: 04.09.2014 20:03:46, FileAttributes: A, AllocationSize: 3.727.360, EndOfFile: 3.724.326, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x1100000000b286, EaSize: 0, Access: Generic Read, Position: 16.384, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Word"
"20:06:50,0501355","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 16.384, Length: 16.384, Priority: Normal"
"20:06:50,0586897","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 32.768, Length: 16.384, Priority: Normal"
"20:06:50,0649354","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 49.152, Length: 16.384, Priority: Normal"
"20:06:50,0717241","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 65.536, Length: 16.384, Priority: Normal"
"20:06:50,0786843","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 81.920, Length: 16.384, Priority: Normal"
"20:06:50,0854284","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 98.304, Length: 16.384, Priority: Normal"
"20:06:50,0922590","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 114.688, Length: 16.384, Priority: Normal"
"20:06:50,0990315","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 131.072, Length: 16.384, Priority: Normal"
"20:06:50,1059530","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 147.456, Length: 16.384, Priority: Normal"
"20:06:50,1139557","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 163.840, Length: 16.384, Priority: Normal"
"20:06:50,1307189","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 180.224, Length: 16.384, Priority: Normal"
"20:06:50,1375439","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 196.608, Length: 16.384, Priority: Normal"
"20:06:50,1441836","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 212.992, Length: 16.384, Priority: Normal"
"20:06:50,1506694","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 229.376, Length: 16.384, Priority: Normal"
"20:06:50,1574703","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 245.760, Length: 16.384, Priority: Normal"
"20:06:50,1641578","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 262.144, Length: 16.384, Priority: Normal"
"20:06:50,2060321","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 278.528, Length: 16.384, Priority: Normal"
"20:06:50,3347388","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 294.912, Length: 16.384, Priority: Normal"
"20:06:50,9479616","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 311.296, Length: 16.384, Priority: Normal"
"20:06:51,6621555","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 327.680, Length: 16.384, Priority: Normal"
"20:06:52,0413785","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 344.064, Length: 16.384, Priority: Normal"
"20:06:52,1680142","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 360.448, Length: 16.384, Priority: Normal"
"20:06:52,2874658","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 376.832, Length: 16.384, Priority: Normal"
"20:06:52,4186687","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 393.216, Length: 16.384, Priority: Normal"
"20:06:52,5387524","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 409.600, Length: 16.384, Priority: Normal"
"20:06:52,6651134","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 425.984, Length: 16.384, Priority: Normal"
"20:06:52,7852215","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 442.368, Length: 16.384, Priority: Normal"
"20:06:52,9247732","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 458.752, Length: 16.384, Priority: Normal"
"20:06:53,0494634","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 475.136, Length: 16.384, Priority: Normal"
"20:06:53,1877208","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 491.520, Length: 16.384, Priority: Normal"
"20:06:53,3190340","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 507.904, Length: 16.384, Priority: Normal"
"20:06:53,4521520","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 524.288, Length: 16.384, Priority: Normal"
"20:06:53,5821616","kflog.exe","3636","QueryInformationVolume","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","VolumeCreationTime: 02.03.2013 11:03:36, VolumeSerialNumber: 34D3-644D, SupportsObjects: True, VolumeLabel: "
"20:06:53,5822270","kflog.exe","3636","QueryAllInformationFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","BUFFER OVERFLOW","CreationTime: 04.09.2014 18:56:55, LastAccessTime: 04.09.2014 20:02:42, LastWriteTime: 01.06.2014 00:00:00, ChangeTime: 04.09.2014 20:03:46, FileAttributes: A, AllocationSize: 3.727.360, EndOfFile: 3.724.326, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x1100000000b286, EaSize: 0, Access: Generic Read, Position: 540.672, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Word"
"20:06:53,5823255","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 540.672, Length: 16.384, Priority: Normal"
"20:06:53,7157172","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 557.056, Length: 16.384, Priority: Normal"
"20:06:53,8484024","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 573.440, Length: 16.384, Priority: Normal"
"20:06:53,9827057","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 589.824, Length: 16.384, Priority: Normal"
"20:06:54,1208453","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 606.208, Length: 16.384, Priority: Normal"
"20:06:54,2658026","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 622.592, Length: 16.384, Priority: Normal"
"20:06:54,3957051","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 638.976, Length: 16.384, Priority: Normal"
"20:06:54,5339166","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 655.360, Length: 16.384, Priority: Normal"
"20:06:54,6662638","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 671.744, Length: 16.384, Priority: Normal"
"20:06:54,8007176","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 688.128, Length: 16.384, Priority: Normal"
"20:06:54,9350380","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 704.512, Length: 16.384, Priority: Normal"
"20:06:55,0706631","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 720.896, Length: 16.384, Priority: Normal"
"20:06:55,2184045","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 737.280, Length: 16.384, Priority: Normal"
"20:06:55,3512934","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 753.664, Length: 16.384, Priority: Normal"
"20:06:55,4891927","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 770.048, Length: 16.384, Priority: Normal"
"20:06:55,6258101","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 786.432, Length: 16.384, Priority: Normal"
"20:06:55,7626637","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 802.816, Length: 16.384, Priority: Normal"
"20:06:55,9004726","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 819.200, Length: 16.384, Priority: Normal"
"20:06:56,0412575","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 835.584, Length: 16.384, Priority: Normal"
"20:06:56,1767104","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 851.968, Length: 16.384, Priority: Normal"
"20:06:56,3169321","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 868.352, Length: 16.384, Priority: Normal"
"20:06:56,4544357","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 884.736, Length: 16.384, Priority: Normal"
"20:06:56,5883850","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 901.120, Length: 16.384, Priority: Normal"
"20:06:56,7295049","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 917.504, Length: 16.384, Priority: Normal"
"20:06:56,8667996","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 933.888, Length: 16.384, Priority: Normal"
"20:06:57,0018524","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 950.272, Length: 16.384, Priority: Normal"
"20:06:57,1370245","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 966.656, Length: 16.384, Priority: Normal"
"20:06:57,2716133","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 983.040, Length: 16.384, Priority: Normal"
"20:06:57,4131682","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 999.424, Length: 16.384, Priority: Normal"
"20:06:57,5485331","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.015.808, Length: 16.384, Priority: Normal"
"20:06:57,6834580","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.032.192, Length: 16.384, Priority: Normal"
"20:06:57,8198300","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.048.576, Length: 16.384, Priority: Normal"
"20:06:57,9554174","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.064.960, Length: 16.384, Priority: Normal"
"20:06:58,0946782","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.081.344, Length: 16.384, Priority: Normal"
"20:06:58,2293983","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.097.728, Length: 16.384, Priority: Normal"
"20:06:58,3715394","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.114.112, Length: 16.384, Priority: Normal"
"20:06:58,5059006","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.130.496, Length: 16.384, Priority: Normal"
"20:06:58,6437747","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.146.880, Length: 16.384, Priority: Normal"
"20:06:58,7991008","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.163.264, Length: 16.384, Priority: Normal"
"20:06:58,9372974","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.179.648, Length: 16.384, Priority: Normal"
"20:06:59,0726575","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.196.032, Length: 16.384, Priority: Normal"
"20:06:59,2069365","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.212.416, Length: 16.384, Priority: Normal"
"20:06:59,3447536","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.228.800, Length: 16.384, Priority: Normal"
"20:06:59,4848500","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.245.184, Length: 16.384, Priority: Normal"
"20:06:59,6209726","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.261.568, Length: 16.384, Priority: Normal"
"20:06:59,7572426","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.277.952, Length: 16.384, Priority: Normal"
"20:06:59,8924634","kflog.exe","3636","ReadFile","C:\Users\peter\KFLog\mapdata\airfields\WELT2000.TXT","SUCCESS","Offset: 1.294.336, Length: 16.384, Priority: Normal"
